geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (-0.882953 41.6502547),Paseo Independencia 24,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.882953,41.6502547
POINT (-0.9097399 41.6262577),Argualas,,stop_position,tram_stop,,,,,Sociedad de Economía Mixta Los Tranvías de Zaragoza,,,,yes,,,,-0.9097399,41.6262577
POINT (-0.9054535 41.631639),Casablanca,,stop_position,tram_stop,,,,,Sociedad de Economía Mixta Los Tranvías de Zaragoza,,,,,,,,-0.9054535,41.631639
POINT (-0.9054869 41.6316523),Casablanca,,stop_position,tram_stop,,,,,Sociedad de Economía Mixta Los Tranvías de Zaragoza,,,,,,,,-0.9054869,41.6316523
POINT (-0.9122092 41.6593897),Zaragoza-Delicias,,stop_position,stop,,,,,,,,,,,,,-0.9122092,41.6593897
POINT (-0.9102482 41.6586424),Zaragoza-Delicias,,stop_position,stop,,,,,,,,,,,,,-0.9102482,41.6586424
POINT (-1.0087965 41.6642193),Aeropuerto - Carga aérea,,stop_position,,,,,,,,,,,,,,-1.0087965,41.6642193
POINT (-0.8683152 41.6331858),Zaragoza-Miraflores,,station,station,,,,,Adif,,,,,,,,-0.8683152,41.6331858
POINT (-0.8816188 41.6340445),Avenida de San José 224,,platform,,bus_stop,,,,,,,,yes,,,,-0.8816188,41.6340445
POINT (-0.8821481 41.6326476),Tierno Galván / Honorio García Condoy,,platform,,bus_stop,,,,,,,,yes,,,,-0.8821481,41.6326476
POINT (-0.923472 41.6212908),Los Pájaros,,stop_position,tram_stop,,,,,Sociedad de Economía Mixta Los Tranvías de Zaragoza,,,,yes,,,,-0.923472,41.6212908
POINT (-0.8838457 41.6504889),Centro Comercial Independencia El Caracol,,,,,,wlan,,,,,07:00-24:00,limited,Paseo de la Independencia,24-26,50004,-0.8838457,41.6504889
POINT (-0.8885853 41.6490305),Hernán Cortés 9,,platform,,bus_stop,,,,,,,,yes,,,,-0.8885853,41.6490305
POINT (-0.8923046 41.6439085),Fernando el Católico,,stop_position,tram_stop,,,,,Sociedad de Economía Mixta Los Tranvías de Zaragoza,,,,yes,,,,-0.8923046,41.6439085
POINT (-0.8920634 41.643867),Fernando el Católico,,stop_position,tram_stop,,,,,Sociedad de Economía Mixta Los Tranvías de Zaragoza,,,,yes,,,,-0.8920634,41.643867
POINT (-0.8878283 41.6463137),Gran Vía,,stop_position,tram_stop,,,,,Sociedad de Economía Mixta Los Tranvías de Zaragoza,,,,yes,,,,-0.8878283,41.6463137
